Latitude (decimal degrees):	-33.843
Longitude (decimal degrees):	18.834
Elevation (m):	202
Radiation database:	PVGIS-SARAH3


Slope: 29 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230502:0402,0.0,0.0,0.0,9.37,1.38,0.0
20230502:0502,0.0,0.0,0.0,9.66,1.38,0.0
20230502:0602,25.72,44.63,7.36,10.12,1.24,0.0
20230502:0702,0.0,0.0,0.0,13.38,0.9,0.0
20230502:0802,113.2,176.35,27.84,16.24,1.72,0.0
20230502:0902,156.86,234.36,35.37,17.25,2.14,0.0
20230502:1002,209.49,290.25,39.88,17.69,2.28,0.0
20230502:1102,175.51,262.22,40.53,18.56,1.79,0.0
20230502:1202,161.24,243.26,37.16,19.01,1.72,0.0
20230502:1302,82.2,158.59,30.46,18.95,2.21,0.0
20230502:1402,32.86,79.7,21.43,18.29,2.28,0.0
20230502:1502,28.98,50.09,10.88,17.05,2.14,0.0
20230502:1602,0.0,0.0,0.0,15.46,1.86,0.0
20230502:1702,0.0,0.0,0.0,14.22,1.86,0.0
20230502:1802,0.0,0.0,0.0,13.35,1.72,0.0
20230502:1902,0.0,0.0,0.0,12.71,1.59,0.0
20230502:2002,0.0,0.0,0.0,11.95,1.52,0.0
20230502:2102,0.0,0.0,0.0,11.31,1.52,0.0
20230502:2202,0.0,0.0,0.0,10.73,1.45,0.0
20230502:2302,0.0,0.0,0.0,10.1,1.45,0.0
20230503:0002,0.0,0.0,0.0,9.41,1.45,0.0
20230503:0102,0.0,0.0,0.0,9.24,1.52,0.0
20230503:0202,0.0,0.0,0.0,9.13,1.52,0.0
20230503:0302,0.0,0.0,0.0,9.32,1.59,0.0
20230503:0402,0.0,0.0,0.0,9.46,1.66,0.0
20230503:0502,0.0,0.0,0.0,9.3,1.66,0.0
20230503:0602,18.83,35.52,7.2,9.51,1.66,0.0
20230503:0702,21.87,48.44,18.07,11.27,1.66,0.0
20230503:0802,64.01,132.87,27.62,14.35,1.31,0.0
20230503:0902,110.81,196.76,35.12,17.11,0.97,0.0
20230503:1002,143.83,235.99,39.6,19.33,0.41,0.0
20230503:1102,146.05,240.18,40.23,20.61,0.48,0.0
20230503:1202,120.88,211.26,36.87,21.07,1.17,0.0
20230503:1302,76.27,154.1,30.2,20.74,1.72,0.0
20230503:1402,32.54,77.84,21.19,19.77,2.0,0.0
20230503:1502,27.39,48.27,10.66,18.39,1.86,0.0
20230503:1602,0.0,0.0,0.0,16.65,1.59,0.0
20230503:1702,0.0,0.0,0.0,15.01,1.59,0.0
20230503:1802,0.0,0.0,0.0,13.57,1.52,0.0
20230503:1902,0.0,0.0,0.0,12.87,1.59,0.0
20230503:2002,0.0,0.0,0.0,12.16,1.52,0.0
20230503:2102,0.0,0.0,0.0,11.4,1.45,0.0
20230503:2202,0.0,0.0,0.0,10.83,1.38,0.0
20230503:2302,0.0,0.0,0.0,10.52,1.31,0.0
20230504:0002,0.0,0.0,0.0,10.28,1.31,0.0
20230504:0102,0.0,0.0,0.0,9.97,1.24,0.0
20230504:0202,0.0,0.0,0.0,9.77,1.38,0.0
20230504:0302,0.0,0.0,0.0,9.51,1.45,0.0
20230504:0402,0.0,0.0,0.0,9.46,1.38,0.0
20230504:0502,0.0,0.0,0.0,9.27,1.38,0.0
20230504:0602,18.97,35.52,7.04,8.03,1.31,0.0
20230504:0702,22.57,46.53,17.89,11.91,1.17,0.0
20230504:0802,59.38,126.58,27.41,13.76,1.45,0.0
20230504:0902,108.45,191.5,34.87,15.2,1.86,0.0
20230504:1002,142.15,230.54,39.32,16.37,1.86,0.0
20230504:1102,145.56,235.19,39.94,17.61,2.14,0.0
20230504:1202,118.19,205.45,36.59,18.27,2.48,0.0
20230504:1302,74.86,149.69,29.94,18.35,2.55,0.0
20230504:1402,31.11,73.29,20.96,17.89,2.55,0.0
20230504:1502,26.91,47.36,10.46,16.99,2.34,0.0
20230504:1602,0.0,0.0,0.0,15.52,2.14,0.0
20230504:1702,0.0,0.0,0.0,14.23,2.07,0.0
20230504:1802,0.0,0.0,0.0,13.36,2.0,0.0
20230504:1902,0.0,0.0,0.0,12.64,1.93,0.0
20230504:2002,0.0,0.0,0.0,11.87,1.86,0.0
20230504:2102,0.0,0.0,0.0,11.35,1.79,0.0
20230504:2202,0.0,0.0,0.0,10.82,1.79,0.0
20230504:2302,0.0,0.0,0.0,9.73,1.66,0.0
20230505:0002,0.0,0.0,0.0,9.28,1.66,0.0
20230505:0102,0.0,0.0,0.0,9.01,1.79,0.0
20230505:0202,0.0,0.0,0.0,8.94,1.79,0.0
20230505:0302,0.0,0.0,0.0,8.88,1.86,0.0
20230505:0402,0.0,0.0,0.0,8.91,1.86,0.0
20230505:0502,0.0,0.0,0.0,8.93,1.86,0.0
20230505:0602,16.82,32.79,6.88,9.17,1.86,0.0
20230505:0702,20.96,41.61,17.7,11.84,1.31,0.0
20230505:0802,57.1,123.29,27.19,15.05,1.38,0.0
20230505:0902,103.32,187.17,34.61,16.92,1.31,0.0
20230505:1002,134.03,224.76,39.04,18.42,0.62,0.0
20230505:1102,137.19,229.44,39.65,19.48,0.28,0.0
20230505:1202,113.6,201.66,36.31,19.95,0.9,0.0
20230505:1302,69.15,144.2,29.69,19.92,1.1,0.0
20230505:1402,28.85,68.73,20.74,19.4,1.24,0.0
20230505:1502,25.32,45.54,10.26,18.37,1.31,0.0
20230505:1602,0.0,0.0,0.0,16.78,1.24,0.0
20230505:1702,0.0,0.0,0.0,14.87,1.17,0.0
20230505:1802,0.0,0.0,0.0,13.51,1.17,0.0
20230505:1902,0.0,0.0,0.0,12.77,1.1,0.0
20230505:2002,0.0,0.0,0.0,12.36,1.17,0.0
20230505:2102,0.0,0.0,0.0,10.92,1.17,0.0
20230505:2202,0.0,0.0,0.0,9.74,1.17,0.0
20230505:2302,0.0,0.0,0.0,9.84,1.1,0.0
20230506:0002,0.0,0.0,0.0,10.21,1.17,0.0
20230506:0102,0.0,0.0,0.0,10.28,1.1,0.0
20230506:0202,0.0,0.0,0.0,10.45,0.97,0.0
20230506:0302,0.0,0.0,0.0,10.55,0.97,0.0
20230506:0402,0.0,0.0,0.0,10.43,0.97,0.0
20230506:0502,0.0,0.0,0.0,10.33,0.97,0.0
20230506:0602,18.05,34.61,6.72,10.42,0.9,0.0
20230506:0702,67.95,96.54,17.52,11.51,1.03,0.0
20230506:0802,145.65,197.94,26.98,13.64,1.17,0.0
20230506:0902,108.28,187.0,34.37,15.49,1.59,0.0
20230506:1002,194.8,272.65,38.76,16.89,1.93,0.0
20230506:1102,184.77,265.3,39.36,17.74,2.21,0.0
20230506:1202,202.32,273.42,36.04,18.31,2.41,0.0
20230506:1302,164.72,220.69,29.44,18.25,2.62,0.0
20230506:1402,104.02,144.17,20.52,17.89,2.48,0.0
20230506:1502,40.38,64.67,10.06,17.0,1.93,0.0
20230506:1602,0.0,0.0,0.0,16.13,1.66,0.0
20230506:1702,0.0,0.0,0.0,15.48,1.1,0.0
20230506:1802,0.0,0.0,0.0,14.89,0.69,0.0
20230506:1902,0.0,0.0,0.0,14.55,0.62,0.0
20230506:2002,0.0,0.0,0.0,14.39,0.76,0.0
20230506:2102,0.0,0.0,0.0,14.46,0.48,0.0
20230506:2202,0.0,0.0,0.0,14.51,0.48,0.0
20230506:2302,0.0,0.0,0.0,14.04,0.69,0.0
20230507:0002,0.0,0.0,0.0,13.45,0.97,0.0
20230507:0102,0.0,0.0,0.0,13.32,1.03,0.0
20230507:0202,0.0,0.0,0.0,13.2,1.17,0.0
20230507:0302,0.0,0.0,0.0,12.9,1.31,0.0
20230507:0402,0.0,0.0,0.0,12.83,1.38,0.0
20230507:0502,0.0,0.0,0.0,12.66,1.38,0.0
20230507:0602,17.18,33.7,6.56,12.54,1.38,0.0
20230507:0702,45.31,70.13,17.33,14.4,1.66,0.0
20230507:0802,52.38,114.59,26.76,16.26,2.14,0.0
20230507:0902,95.1,175.95,34.12,17.51,2.07,0.0
20230507:1002,126.18,213.29,38.49,18.58,1.72,0.0
20230507:1102,129.73,218.35,39.09,19.54,1.31,0.0
20230507:1202,104.15,189.19,35.77,20.36,1.03,0.0
20230507:1302,62.4,133.72,29.2,20.81,0.55,0.0
20230507:1402,25.68,59.83,20.3,20.68,1.03,0.0
20230507:1502,24.47,44.63,9.87,19.76,1.79,0.0
20230507:1602,0.0,0.0,0.0,17.9,1.72,0.0
20230507:1702,0.0,0.0,0.0,16.22,1.45,0.0
20230507:1802,0.0,0.0,0.0,15.21,1.31,0.0
20230507:1902,0.0,0.0,0.0,13.89,1.24,0.0
20230507:2002,0.0,0.0,0.0,13.12,1.31,0.0
20230507:2102,0.0,0.0,0.0,12.37,1.38,0.0
20230507:2202,0.0,0.0,0.0,11.35,1.45,0.0
20230507:2302,0.0,0.0,0.0,10.51,1.52,0.0
20230508:0002,0.0,0.0,0.0,9.84,1.52,0.0
20230508:0102,0.0,0.0,0.0,9.4,1.45,0.0
20230508:0202,0.0,0.0,0.0,9.16,1.31,0.0
20230508:0302,0.0,0.0,0.0,9.91,1.1,0.0
20230508:0402,0.0,0.0,0.0,11.17,0.9,0.0
20230508:0502,0.0,0.0,0.0,11.0,1.03,0.0
20230508:0602,20.58,38.25,6.41,12.19,0.76,0.0
20230508:0702,85.79,118.4,17.15,13.13,0.83,0.0
20230508:0802,48.1,108.94,26.55,15.64,1.1,0.0
20230508:0902,99.69,178.29,33.88,17.37,1.45,0.0
20230508:1002,121.86,208.58,38.23,18.52,1.45,0.0
20230508:1102,221.36,297.4,38.81,18.77,1.86,0.0
20230508:1202,117.51,198.16,35.51,18.49,2.0,0.0
20230508:1302,112.01,176.03,28.96,18.29,1.86,0.0
20230508:1402,23.99,54.83,20.09,17.92,1.72,0.0
20230508:1502,25.47,45.54,9.68,17.22,1.31,0.0
20230508:1602,0.0,0.0,0.0,16.05,0.97,0.0
20230508:1702,0.0,0.0,0.0,14.37,0.97,0.0
20230508:1802,0.0,0.0,0.0,12.85,1.24,0.0
20230508:1902,0.0,0.0,0.0,12.35,1.52,0.0
20230508:2002,0.0,0.0,0.0,11.78,1.52,0.0
20230508:2102,0.0,0.0,0.0,10.94,1.52,0.0
20230508:2202,0.0,0.0,0.0,10.94,1.52,0.0
20230508:2302,0.0,0.0,0.0,11.05,1.66,0.0
20230509:0002,0.0,0.0,0.0,11.17,1.66,0.0
20230509:0102,0.0,0.0,0.0,11.13,1.72,0.0
20230509:0202,0.0,0.0,0.0,11.06,1.79,0.0
20230509:0302,0.0,0.0,0.0,10.92,1.72,0.0
20230509:0402,0.0,0.0,0.0,10.72,1.66,0.0
20230509:0502,0.0,0.0,0.0,10.33,1.66,0.0
20230509:0602,14.71,30.06,6.25,10.48,1.59,0.0
20230509:0702,38.51,61.02,16.97,11.58,1.31,0.0
20230509:0802,50.89,110.05,26.34,15.16,1.03,0.0
20230509:0902,87.06,167.8,33.64,18.15,0.55,0.0
20230509:1002,116.88,205.45,37.97,20.24,0.28,0.0
20230509:1102,118.22,208.86,38.54,21.67,0.21,0.0
20230509:1202,94.44,180.54,35.26,22.43,0.34,0.0
20230509:1302,55.83,125.71,28.73,22.66,0.41,0.0
20230509:1402,24.0,53.04,19.88,22.42,0.69,0.0
20230509:1502,23.57,43.72,9.5,21.44,1.17,0.0
20230509:1602,0.0,0.0,0.0,19.31,1.17,0.0
20230509:1702,0.0,0.0,0.0,17.14,1.45,0.0
20230509:1802,0.0,0.0,0.0,15.34,1.66,0.0
20230509:1902,0.0,0.0,0.0,13.56,1.79,0.0
20230509:2002,0.0,0.0,0.0,12.18,1.86,0.0
20230509:2102,0.0,0.0,0.0,11.13,1.86,0.0
20230509:2202,0.0,0.0,0.0,10.43,1.86,0.0
20230509:2302,0.0,0.0,0.0,10.0,1.93,0.0
20230510:0002,0.0,0.0,0.0,9.88,2.0,0.0
20230510:0102,0.0,0.0,0.0,9.95,2.0,0.0
20230510:0202,0.0,0.0,0.0,10.02,2.0,0.0
20230510:0302,0.0,0.0,0.0,10.05,2.07,0.0
20230510:0402,0.0,0.0,0.0,10.13,2.07,0.0
20230510:0502,0.0,0.0,0.0,10.25,2.14,0.0
20230510:0602,11.47,25.5,6.1,10.82,2.0,0.0
20230510:0702,38.75,61.93,16.79,14.14,1.38,0.0
20230510:0802,45.1,103.8,26.14,19.82,0.83,0.0
20230510:0902,82.08,163.62,33.41,22.47,1.17,0.0
20230510:1002,112.12,201.18,37.71,22.99,1.45,0.0
20230510:1102,116.03,205.98,38.28,23.27,1.66,0.0
20230510:1202,90.84,176.06,35.01,23.3,1.79,0.0
20230510:1302,54.22,122.22,28.51,23.03,1.79,0.0
20230510:1402,24.62,51.11,19.68,22.24,1.52,0.0
20230510:1502,24.3,44.63,9.32,20.93,1.24,0.0
20230510:1602,0.0,0.0,0.0,18.95,0.9,0.0
20230510:1702,0.0,0.0,0.0,17.62,0.55,0.0
20230510:1802,0.0,0.0,0.0,16.05,0.76,0.0
20230510:1902,0.0,0.0,0.0,15.02,0.76,0.0
20230510:2002,0.0,0.0,0.0,14.38,0.48,0.0
20230510:2102,0.0,0.0,0.0,13.77,0.41,0.0
20230510:2202,0.0,0.0,0.0,12.56,0.76,0.0
20230510:2302,0.0,0.0,0.0,11.85,0.97,0.0
20230511:0002,0.0,0.0,0.0,11.42,1.1,0.0
20230511:0102,0.0,0.0,0.0,11.3,1.1,0.0
20230511:0202,0.0,0.0,0.0,11.16,1.24,0.0
20230511:0302,0.0,0.0,0.0,11.16,1.45,0.0
20230511:0402,0.0,0.0,0.0,11.27,1.52,0.0
20230511:0502,0.0,0.0,0.0,11.84,1.31,0.0
20230511:0602,3.83,13.66,5.94,12.41,1.03,0.0
20230511:0702,47.77,72.86,16.62,13.25,1.17,0.0
20230511:0802,58.78,86.4,25.93,13.81,1.24,0.0
20230511:0902,150.35,194.96,33.18,14.07,1.66,0.0
20230511:1002,124.92,164.25,37.45,13.79,2.21,0.0
20230511:1102,105.66,141.47,38.02,13.65,2.97,0.0
20230511:1202,140.91,182.39,34.76,13.34,2.83,0.0
20230511:1302,60.7,88.3,28.28,13.15,2.9,0.0
20230511:1402,55.22,81.65,19.49,13.02,3.24,0.0
20230511:1502,21.93,40.07,9.14,12.69,2.97,0.0
20230511:1602,0.0,0.0,0.0,12.41,2.9,0.0
20230511:1702,0.0,0.0,0.0,12.2,2.83,0.0
20230511:1802,0.0,0.0,0.0,11.91,2.83,0.0
20230511:1902,0.0,0.0,0.0,11.76,2.76,0.0
20230511:2002,0.0,0.0,0.0,11.38,2.76,0.0
20230511:2102,0.0,0.0,0.0,11.07,3.03,0.0
20230511:2202,0.0,0.0,0.0,10.55,2.9,0.0
20230511:2302,0.0,0.0,0.0,10.4,2.83,0.0
20230512:0002,0.0,0.0,0.0,10.11,2.69,0.0
20230512:0102,0.0,0.0,0.0,9.82,2.76,0.0
20230512:0202,0.0,0.0,0.0,9.43,2.76,0.0
20230512:0302,0.0,0.0,0.0,9.44,2.97,0.0
20230512:0402,0.0,0.0,0.0,9.09,3.1,0.0
20230512:0502,0.0,0.0,0.0,8.85,3.17,0.0
20230512:0602,18.2,34.61,5.79,9.06,2.97,0.0
20230512:0702,71.65,100.19,16.44,10.63,4.0,0.0
20230512:0802,124.38,172.87,25.73,11.67,4.9,0.0
20230512:0902,98.6,170.14,32.95,12.36,5.24,0.0
20230512:1002,108.5,190.0,37.21,12.81,5.1,0.0
20230512:1102,140.47,217.86,37.77,13.42,5.17,0.0
20230512:1202,146.89,216.55,34.52,13.66,5.31,0.0
20230512:1302,134.96,189.88,28.07,13.78,5.38,0.0
20230512:1402,60.01,87.44,19.29,13.31,4.34,0.0
20230512:1502,34.68,56.47,8.98,12.92,3.45,0.0
20230512:1602,0.0,0.0,0.0,12.22,3.66,0.0
20230512:1702,0.0,0.0,0.0,11.63,3.72,0.0
20230512:1802,0.0,0.0,0.0,11.36,3.79,0.0
20230512:1902,0.0,0.0,0.0,11.49,4.28,0.0
20230512:2002,0.0,0.0,0.0,11.18,4.28,0.0
20230512:2102,0.0,0.0,0.0,11.18,4.21,0.0
20230512:2202,0.0,0.0,0.0,10.86,4.0,0.0
20230512:2302,0.0,0.0,0.0,10.88,4.07,0.0
20230513:0002,0.0,0.0,0.0,10.92,4.0,0.0
20230513:0102,0.0,0.0,0.0,10.7,3.93,0.0
20230513:0202,0.0,0.0,0.0,10.58,3.79,0.0
20230513:0302,0.0,0.0,0.0,10.49,3.72,0.0
20230513:0402,0.0,0.0,0.0,10.49,3.66,0.0
20230513:0502,0.0,0.0,0.0,10.53,3.52,0.0
20230513:0602,14.72,30.06,5.64,10.63,3.31,0.0
20230513:0702,51.33,76.51,16.27,11.58,3.66,0.0
20230513:0802,42.97,94.4,25.53,12.99,4.41,0.0
20230513:0902,79.8,153.55,32.72,13.98,4.97,0.0
20230513:1002,107.64,188.89,36.96,14.83,5.1,0.0
20230513:1102,111.31,193.58,37.52,15.4,5.03,0.0
20230513:1202,116.2,189.73,34.29,15.44,4.83,0.0
20230513:1302,151.77,204.51,27.86,15.42,4.76,0.0
20230513:1402,99.48,134.8,19.11,15.07,4.55,0.0
20230513:1502,23.1,41.9,8.81,14.59,4.14,0.0
20230513:1602,0.0,0.0,0.0,13.9,3.86,0.0
20230513:1702,0.0,0.0,0.0,13.39,3.72,0.0
20230513:1802,0.0,0.0,0.0,12.77,3.59,0.0
20230513:1902,0.0,0.0,0.0,12.34,3.38,0.0
20230513:2002,0.0,0.0,0.0,12.15,3.45,0.0
20230513:2102,0.0,0.0,0.0,12.2,3.45,0.0
20230513:2202,0.0,0.0,0.0,12.28,3.45,0.0
20230513:2302,0.0,0.0,0.0,12.21,3.45,0.0
20230514:0002,0.0,0.0,0.0,12.17,3.38,0.0
20230514:0102,0.0,0.0,0.0,12.04,3.45,0.0
20230514:0202,0.0,0.0,0.0,11.84,3.31,0.0
20230514:0302,0.0,0.0,0.0,11.6,3.24,0.0
20230514:0402,0.0,0.0,0.0,11.35,3.24,0.0
20230514:0502,0.0,0.0,0.0,11.24,3.31,0.0
20230514:0602,12.08,26.41,5.49,11.35,3.38,0.0
20230514:0702,41.31,64.67,16.1,12.8,3.59,0.0
20230514:0802,41.33,90.98,25.34,14.1,4.62,0.0
20230514:0902,74.08,147.54,32.5,15.42,4.97,0.0
20230514:1002,103.17,184.35,36.72,16.48,4.83,0.0
20230514:1102,109.48,191.44,37.28,17.16,4.62,0.0
20230514:1202,82.95,160.42,34.06,17.51,4.69,0.0
20230514:1302,53.15,112.53,27.65,17.52,4.55,0.0
20230514:1402,49.22,75.6,18.93,17.09,4.14,0.0
20230514:1502,22.21,40.99,8.65,16.23,3.52,0.0
20230514:1602,0.0,0.0,0.0,14.89,2.97,0.0
20230514:1702,0.0,0.0,0.0,13.88,2.9,0.0
20230514:1802,0.0,0.0,0.0,13.07,2.9,0.0
20230514:1902,0.0,0.0,0.0,12.21,2.97,0.0
20230514:2002,0.0,0.0,0.0,11.47,2.76,0.0
20230514:2102,0.0,0.0,0.0,10.75,2.48,0.0
20230514:2202,0.0,0.0,0.0,10.08,2.21,0.0
20230514:2302,0.0,0.0,0.0,9.45,2.07,0.0
20230515:0002,0.0,0.0,0.0,8.81,2.0,0.0
20230515:0102,0.0,0.0,0.0,8.23,2.0,0.0
20230515:0202,0.0,0.0,0.0,7.74,1.93,0.0
20230515:0302,0.0,0.0,0.0,7.41,1.86,0.0
20230515:0402,0.0,0.0,0.0,7.23,1.86,0.0
20230515:0502,0.0,0.0,0.0,7.1,1.93,0.0
20230515:0602,13.0,27.32,5.34,7.11,1.93,0.0
20230515:0702,40.36,62.84,15.93,9.86,1.79,0.0
20230515:0802,35.87,83.23,25.14,13.59,1.59,0.0
20230515:0902,68.93,141.6,32.28,16.06,1.45,0.0
20230515:1002,96.4,177.86,36.49,17.86,1.52,0.0
20230515:1102,99.41,182.5,37.04,19.22,1.24,0.0
20230515:1202,76.84,154.43,33.83,19.93,1.31,0.0
20230515:1302,44.56,102.9,27.45,19.86,2.14,0.0
20230515:1402,43.46,69.22,18.75,19.48,2.0,0.0
20230515:1502,21.91,40.99,8.5,18.66,1.93,0.0
20230515:1602,0.0,0.0,0.0,16.93,1.86,0.0
20230515:1702,0.0,0.0,0.0,15.1,1.79,0.0
20230515:1802,0.0,0.0,0.0,13.91,1.72,0.0
20230515:1902,0.0,0.0,0.0,13.01,1.93,0.0
20230515:2002,0.0,0.0,0.0,12.23,1.86,0.0
20230515:2102,0.0,0.0,0.0,11.5,1.79,0.0
20230515:2202,0.0,0.0,0.0,10.82,1.79,0.0
20230515:2302,0.0,0.0,0.0,10.14,1.79,0.0
20230516:0002,0.0,0.0,0.0,9.58,1.72,0.0
20230516:0102,0.0,0.0,0.0,9.03,1.72,0.0
20230516:0202,0.0,0.0,0.0,8.63,1.72,0.0
20230516:0302,0.0,0.0,0.0,8.28,1.72,0.0
20230516:0402,0.0,0.0,0.0,8.07,1.66,0.0
20230516:0502,0.0,0.0,0.0,7.91,1.59,0.0
20230516:0602,14.92,30.06,5.19,7.92,1.45,0.0
20230516:0702,39.34,61.93,15.76,11.02,0.9,0.0
20230516:0802,38.03,83.94,24.95,15.08,0.69,0.0
20230516:0902,65.93,137.93,32.07,16.99,0.97,0.0
20230516:1002,95.2,175.78,36.26,17.95,1.17,0.0
20230516:1102,99.04,180.8,36.81,18.5,1.24,0.0
20230516:1202,76.27,152.09,33.62,18.66,1.66,0.0
20230516:1302,46.88,103.07,27.26,18.13,2.28,0.0
20230516:1402,50.64,77.42,18.58,17.0,2.48,0.0
20230516:1502,25.7,45.54,8.35,15.61,2.07,0.0
20230516:1602,0.0,0.0,0.0,14.07,1.66,0.0
20230516:1702,0.0,0.0,0.0,13.06,1.45,0.0
20230516:1802,0.0,0.0,0.0,12.05,1.45,0.0
20230516:1902,0.0,0.0,0.0,11.01,1.52,0.0
20230516:2002,0.0,0.0,0.0,10.41,1.45,0.0
20230516:2102,0.0,0.0,0.0,10.67,1.17,0.0
20230516:2202,0.0,0.0,0.0,11.12,0.83,0.0
20230516:2302,0.0,0.0,0.0,10.51,0.76,0.0
20230517:0002,0.0,0.0,0.0,9.08,0.83,0.0
20230517:0102,0.0,0.0,0.0,8.65,0.76,0.0
20230517:0202,0.0,0.0,0.0,8.49,0.76,0.0
20230517:0302,0.0,0.0,0.0,8.19,0.9,0.0
20230517:0402,0.0,0.0,0.0,8.19,0.9,0.0
20230517:0502,0.0,0.0,0.0,8.41,0.97,0.0
20230517:0602,13.51,28.23,5.04,9.0,0.9,0.0
20230517:0702,76.67,106.56,15.6,10.75,0.76,0.0
20230517:0802,129.68,174.69,24.77,13.51,0.69,0.0
20230517:0902,179.04,234.84,31.86,15.28,1.03,0.0
20230517:1002,193.86,250.51,36.03,16.08,1.45,0.0
20230517:1102,207.4,273.69,36.58,16.46,1.79,0.0
20230517:1202,140.8,185.27,33.41,16.46,2.07,0.0
20230517:1302,91.38,126.28,27.07,16.15,2.0,0.0
20230517:1402,53.8,81.06,18.42,16.13,2.07,0.0
20230517:1502,2.77,11.84,8.21,15.13,1.52,0.0
20230517:1602,0.0,0.0,0.0,14.28,1.1,0.0
20230517:1702,0.0,0.0,0.0,13.69,1.1,0.0
20230517:1802,0.0,0.0,0.0,13.1,1.66,0.0
20230517:1902,0.0,0.0,0.0,12.75,2.21,0.0
20230517:2002,0.0,0.0,0.0,12.45,2.28,0.0
20230517:2102,0.0,0.0,0.0,11.95,2.21,0.0
20230517:2202,0.0,0.0,0.0,11.61,2.14,0.0
20230517:2302,0.0,0.0,0.0,11.2,2.07,0.0
20230518:0002,0.0,0.0,0.0,10.9,2.07,0.0
20230518:0102,0.0,0.0,0.0,10.68,2.0,0.0
20230518:0202,0.0,0.0,0.0,10.36,2.0,0.0
20230518:0302,0.0,0.0,0.0,10.01,2.0,0.0
20230518:0402,0.0,0.0,0.0,9.76,2.0,0.0
20230518:0502,0.0,0.0,0.0,9.71,1.93,0.0
20230518:0602,10.28,23.68,4.9,9.78,1.79,0.0
20230518:0702,36.29,58.29,15.43,11.78,1.72,0.0
20230518:0802,29.16,70.49,24.58,13.04,2.55,0.0
20230518:0902,57.23,127.46,31.65,14.06,2.69,0.0
20230518:1002,86.33,165.28,35.81,15.06,3.1,0.0
20230518:1102,139.58,213.56,36.36,15.99,3.52,0.0
20230518:1202,68.33,142.52,33.2,16.16,3.31,0.0
20230518:1302,45.07,97.82,26.88,16.0,3.17,0.0
20230518:1402,51.06,77.42,18.26,15.46,3.03,0.0
20230518:1502,21.03,39.16,8.07,14.58,2.69,0.0
20230518:1602,0.0,0.0,0.0,13.5,2.21,0.0
20230518:1702,0.0,0.0,0.0,12.56,1.93,0.0
20230518:1802,0.0,0.0,0.0,11.54,1.79,0.0
20230518:1902,0.0,0.0,0.0,11.1,1.86,0.0
20230518:2002,0.0,0.0,0.0,10.49,1.66,0.0
20230518:2102,0.0,0.0,0.0,10.1,1.45,0.0
20230518:2202,0.0,0.0,0.0,9.59,1.38,0.0
20230518:2302,0.0,0.0,0.0,8.58,1.45,0.0
20230519:0002,0.0,0.0,0.0,7.77,1.45,0.0
20230519:0102,0.0,0.0,0.0,7.21,1.38,0.0
20230519:0202,0.0,0.0,0.0,6.74,1.38,0.0
20230519:0302,0.0,0.0,0.0,6.05,1.45,0.0
20230519:0402,0.0,0.0,0.0,5.81,1.38,0.0
20230519:0502,0.0,0.0,0.0,5.8,1.31,0.0
20230519:0602,12.48,26.41,4.76,5.18,1.38,0.0
20230519:0702,75.99,104.74,15.27,8.45,0.9,0.0
20230519:0802,118.21,162.01,24.4,12.5,1.17,0.0
20230519:0902,67.88,135.07,31.45,13.93,1.86,0.0
20230519:1002,85.02,162.92,35.6,14.76,2.07,0.0
20230519:1102,91.31,170.12,36.15,15.48,2.21,0.0
20230519:1202,68.81,141.39,33.0,15.81,2.21,0.0
20230519:1302,43.58,94.76,26.71,15.73,2.14,0.0
20230519:1402,43.65,68.31,18.11,15.31,1.86,0.0
20230519:1502,23.06,41.9,7.94,14.62,1.45,0.0
20230519:1602,0.0,0.0,0.0,13.39,1.17,0.0
20230519:1702,0.0,0.0,0.0,12.12,0.83,0.0
20230519:1802,0.0,0.0,0.0,12.39,0.21,0.0
20230519:1902,0.0,0.0,0.0,12.11,0.28,0.0
20230519:2002,0.0,0.0,0.0,11.64,0.62,0.0
20230519:2102,0.0,0.0,0.0,10.6,0.83,0.0
20230519:2202,0.0,0.0,0.0,9.97,0.97,0.0
20230519:2302,0.0,0.0,0.0,9.69,0.97,0.0
20230520:0002,0.0,0.0,0.0,9.29,1.03,0.0
20230520:0102,0.0,0.0,0.0,8.63,1.24,0.0
20230520:0202,0.0,0.0,0.0,8.01,1.38,0.0
20230520:0302,0.0,0.0,0.0,7.72,1.38,0.0
20230520:0402,0.0,0.0,0.0,7.37,1.38,0.0
20230520:0502,0.0,0.0,0.0,7.4,1.31,0.0
20230520:0602,11.04,24.59,4.62,7.43,1.31,0.0
20230520:0702,55.47,81.06,15.11,9.71,1.17,0.0
20230520:0802,73.83,114.34,24.22,13.06,1.66,0.0
20230520:0902,66.63,131.32,31.25,14.76,2.14,0.0
20230520:1002,144.27,213.78,35.39,15.9,2.48,0.0
20230520:1102,178.88,247.28,35.94,16.89,2.76,0.0
20230520:1202,110.56,177.2,32.8,17.35,3.03,0.0
20230520:1302,139.82,186.6,26.54,17.26,3.1,0.0
20230520:1402,87.78,122.05,17.96,16.58,2.97,0.0
20230520:1502,20.91,39.16,7.81,15.64,2.41,0.0
20230520:1602,0.0,0.0,0.0,14.13,2.07,0.0
20230520:1702,0.0,0.0,0.0,13.07,1.86,0.0
