Latitude (decimal degrees):	-33.842
Longitude (decimal degrees):	18.840
Elevation (m):	216
Radiation database:	PVGIS-SARAH3


Slope: -1 deg. (optimum)
Azimuth: -180 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230303:1402,233.63,304.91,39.51,23.95,2.69,0.0
20230303:1502,343.38,445.63,27.56,23.22,2.69,0.0
20230303:1602,150.45,222.79,15.18,22.03,3.03,0.0
20230303:1702,4.36,15.0,2.75,20.59,2.76,0.0
20230303:1802,0.0,0.0,0.0,19.53,2.55,0.0
20230303:1902,0.0,0.0,0.0,19.14,2.48,0.0
20230303:2002,0.0,0.0,0.0,18.94,2.62,0.0
20230303:2102,0.0,0.0,0.0,18.79,2.55,0.0
20230303:2202,0.0,0.0,0.0,18.81,2.34,0.0
20230303:2302,0.0,0.0,0.0,18.61,2.21,0.0
20230304:0002,0.0,0.0,0.0,18.22,2.07,0.0
20230304:0102,0.0,0.0,0.0,18.31,2.0,0.0
20230304:0202,0.0,0.0,0.0,18.19,1.86,0.0
20230304:0302,0.0,0.0,0.0,18.15,1.66,0.0
20230304:0402,0.0,0.0,0.0,18.07,1.52,0.0
20230304:0502,17.12,40.11,4.67,18.08,1.31,0.0
20230304:0602,152.09,211.78,17.12,19.21,1.31,0.0
20230304:0702,352.82,452.61,29.44,20.74,1.66,0.0
20230304:0802,510.95,658.29,41.25,22.39,1.38,0.0
20230304:0902,190.72,254.0,51.86,24.15,1.24,0.0
20230304:1002,173.43,234.0,59.81,25.7,1.38,0.0
20230304:1102,214.17,287.0,62.57,26.25,0.76,0.0
20230304:1202,349.17,464.73,58.71,26.9,0.69,0.0
20230304:1302,101.19,145.0,50.13,26.73,0.69,0.0
20230304:1402,417.12,548.44,39.23,26.89,1.31,0.0
20230304:1502,111.49,157.0,27.29,25.84,1.38,0.0
20230304:1602,10.25,25.0,14.93,24.81,1.38,0.0
20230304:1702,3.19,13.0,2.49,23.84,1.17,0.0
20230304:1802,0.0,0.0,0.0,22.81,0.9,0.0
20230304:1902,0.0,0.0,0.0,20.97,0.48,0.0
20230304:2002,0.0,0.0,0.0,20.32,0.76,0.0
20230304:2102,0.0,0.0,0.0,19.67,0.83,0.0
20230304:2202,0.0,0.0,0.0,19.29,0.97,0.0
20230304:2302,0.0,0.0,0.0,19.23,1.24,0.0
20230305:0002,0.0,0.0,0.0,18.93,1.72,0.0
20230305:0102,0.0,0.0,0.0,18.46,1.79,0.0
20230305:0202,0.0,0.0,0.0,17.77,1.93,0.0
20230305:0302,0.0,0.0,0.0,17.14,1.59,0.0
20230305:0402,0.0,0.0,0.0,16.65,1.52,0.0
20230305:0502,0.48,7.0,4.5,16.35,1.86,0.0
20230305:0602,54.46,82.0,16.95,16.35,2.21,0.0
20230305:0702,160.17,206.96,29.25,16.19,3.86,0.0
20230305:0802,118.56,159.0,41.04,17.28,3.38,0.0
20230305:0902,97.14,134.0,51.6,18.05,3.59,0.0
20230305:1002,410.65,512.56,59.47,18.38,3.45,0.0
20230305:1102,168.45,220.0,62.18,19.43,3.45,0.0
20230305:1202,102.8,142.0,58.34,20.05,3.38,0.0
20230305:1302,57.18,86.0,49.81,18.53,3.24,0.0
20230305:1402,157.26,205.99,38.95,18.14,2.34,0.0
20230305:1502,120.85,161.99,27.03,17.16,2.28,0.0
20230305:1602,52.54,80.0,14.67,17.02,2.48,0.0
20230305:1702,1.33,9.0,2.23,16.9,2.34,0.0
20230305:1802,0.0,0.0,0.0,16.81,2.97,0.0
20230305:1902,0.0,0.0,0.0,16.78,2.28,0.0
20230305:2002,0.0,0.0,0.0,16.71,2.97,0.0
20230305:2102,0.0,0.0,0.0,16.6,2.9,0.0
20230305:2202,0.0,0.0,0.0,16.45,2.9,0.0
20230305:2302,0.0,0.0,0.0,16.31,2.83,0.0
20230306:0002,0.0,0.0,0.0,16.18,3.1,0.0
20230306:0102,0.0,0.0,0.0,16.05,2.83,0.0
20230306:0202,0.0,0.0,0.0,16.02,2.9,0.0
20230306:0302,0.0,0.0,0.0,16.03,2.83,0.0
20230306:0402,0.0,0.0,0.0,16.05,2.76,0.0
20230306:0502,2.31,11.0,4.33,16.15,2.69,0.0
20230306:0602,134.41,183.84,16.78,16.68,2.97,0.0
20230306:0702,392.4,492.03,29.07,17.71,3.1,0.0
20230306:0802,493.86,610.81,40.83,18.7,3.79,0.0
20230306:0902,603.03,750.08,51.34,19.39,4.21,0.0
20230306:1002,459.17,574.24,59.14,19.5,3.93,0.0
20230306:1102,684.36,860.49,61.79,19.81,4.21,0.0
20230306:1202,684.49,857.18,57.97,20.09,4.55,0.0
20230306:1302,609.57,756.77,49.49,20.19,4.83,0.0
20230306:1402,468.32,579.97,38.66,19.84,4.55,0.0
20230306:1502,356.12,452.28,26.76,19.8,4.55,0.0
20230306:1602,144.02,216.66,14.42,19.56,4.14,0.0
20230306:1702,1.31,9.0,1.97,18.72,3.72,0.0
20230306:1802,0.0,0.0,0.0,17.87,3.45,0.0
20230306:1902,0.0,0.0,0.0,17.38,3.66,0.0
20230306:2002,0.0,0.0,0.0,16.95,3.66,0.0
20230306:2102,0.0,0.0,0.0,16.54,3.72,0.0
20230306:2202,0.0,0.0,0.0,16.35,3.86,0.0
20230306:2302,0.0,0.0,0.0,16.09,4.0,0.0
20230307:0002,0.0,0.0,0.0,15.7,3.93,0.0
20230307:0102,0.0,0.0,0.0,15.46,3.79,0.0
20230307:0202,0.0,0.0,0.0,15.53,3.79,0.0
20230307:0302,0.0,0.0,0.0,15.48,3.93,0.0
20230307:0402,0.0,0.0,0.0,15.45,3.86,0.0
20230307:0502,14.81,41.16,4.16,15.5,3.86,0.0
20230307:0602,185.09,260.38,16.61,16.53,3.79,0.0
20230307:0702,389.62,487.01,28.89,18.56,4.62,0.0
20230307:0802,553.37,688.67,40.61,20.64,4.28,0.0
20230307:0902,659.83,839.66,51.07,22.77,3.72,0.0
20230307:1002,474.14,610.0,58.8,24.42,3.31,0.0
20230307:1102,128.86,177.0,61.4,24.81,3.1,0.0
20230307:1202,61.12,93.0,57.59,23.95,2.28,0.0
20230307:1302,171.69,229.0,49.16,23.54,2.0,0.0
20230307:1402,523.1,667.73,38.37,23.01,2.62,0.0
20230307:1502,64.02,96.0,26.49,22.65,3.38,0.0
20230307:1602,15.79,33.0,14.15,22.42,2.97,0.0
20230307:1702,0.0,1.0,1.71,21.29,2.28,0.0
20230307:1802,0.0,0.0,0.0,20.17,1.45,0.0
20230307:1902,0.0,0.0,0.0,19.69,1.72,0.0
20230307:2002,0.0,0.0,0.0,19.06,1.79,0.0
20230307:2102,0.0,0.0,0.0,18.33,2.07,0.0
20230307:2202,0.0,0.0,0.0,17.62,2.48,0.0
20230307:2302,0.0,0.0,0.0,16.93,2.55,0.0
20230308:0002,0.0,0.0,0.0,16.22,2.34,0.0
20230308:0102,0.0,0.0,0.0,15.67,2.41,0.0
20230308:0202,0.0,0.0,0.0,15.17,2.69,0.0
20230308:0302,0.0,0.0,0.0,14.71,3.1,0.0
20230308:0402,0.0,0.0,0.0,14.52,3.59,0.0
20230308:0502,7.2,20.01,4.0,14.49,3.45,0.0
20230308:0602,53.18,80.0,16.44,15.57,4.97,0.0
20230308:0702,103.19,140.0,28.71,16.49,5.24,0.0
20230308:0802,189.03,241.98,40.4,17.92,5.17,0.0
20230308:0902,186.0,240.0,50.8,19.31,5.1,0.0
20230308:1002,73.84,107.0,58.46,20.43,4.97,0.0
20230308:1102,94.14,132.0,61.01,21.21,4.83,0.0
20230308:1202,194.87,253.0,57.22,21.2,4.48,0.0
20230308:1302,202.19,261.99,48.83,21.34,4.41,0.0
20230308:1402,299.23,378.61,38.07,21.11,4.07,0.0
20230308:1502,262.38,337.31,26.22,21.02,3.93,0.0
20230308:1602,98.04,142.9,13.89,20.2,3.38,0.0
20230308:1702,0.0,2.0,1.44,18.84,2.69,0.0
20230308:1802,0.0,0.0,0.0,17.31,2.34,0.0
20230308:1902,0.0,0.0,0.0,16.51,2.69,0.0
20230308:2002,0.0,0.0,0.0,15.99,2.83,0.0
20230308:2102,0.0,0.0,0.0,15.69,2.97,0.0
20230308:2202,0.0,0.0,0.0,15.31,2.97,0.0
20230308:2302,0.0,0.0,0.0,15.13,3.03,0.0
20230309:0002,0.0,0.0,0.0,15.13,3.31,0.0
20230309:0102,0.0,0.0,0.0,14.93,3.31,0.0
20230309:0202,0.0,0.0,0.0,14.64,3.03,0.0
20230309:0302,0.0,0.0,0.0,14.94,3.24,0.0
20230309:0402,0.0,0.0,0.0,14.7,3.1,0.0
20230309:0502,0.11,6.0,3.83,14.91,3.1,0.0
20230309:0602,39.41,63.0,16.27,15.34,4.14,0.0
20230309:0702,51.28,78.0,28.53,16.48,4.48,0.0
20230309:0802,130.07,172.0,40.19,16.79,4.21,0.0
20230309:0902,156.2,203.0,50.54,16.94,3.79,0.0
20230309:1002,133.64,176.0,58.12,16.08,3.1,0.0
20230309:1102,156.69,203.0,60.61,16.24,3.66,0.0
20230309:1202,225.74,284.99,56.84,16.66,3.59,0.0
20230309:1302,264.68,331.93,48.49,16.73,3.03,0.0
20230309:1402,132.76,176.0,37.77,17.32,2.83,0.0
20230309:1502,47.72,74.0,25.94,17.42,2.55,0.0
20230309:1602,59.19,88.99,13.62,17.61,2.0,0.0
20230309:1702,0.0,0.0,0.0,17.18,1.24,0.0
20230309:1802,0.0,0.0,0.0,16.79,0.69,0.0
20230309:1902,0.0,0.0,0.0,16.56,0.69,0.0
20230309:2002,0.0,0.0,0.0,16.35,0.69,0.0
20230309:2102,0.0,0.0,0.0,16.5,0.62,0.0
20230309:2202,0.0,0.0,0.0,16.52,0.69,0.0
20230309:2302,0.0,0.0,0.0,16.66,0.48,0.0
20230310:0002,0.0,0.0,0.0,16.26,0.28,0.0
20230310:0102,0.0,0.0,0.0,15.83,0.21,0.0
20230310:0202,0.0,0.0,0.0,15.25,0.21,0.0
20230310:0302,0.0,0.0,0.0,14.3,0.48,0.0
20230310:0402,0.0,0.0,0.0,13.16,0.69,0.0
20230310:0502,10.18,27.04,3.67,12.45,0.83,0.0
20230310:0602,68.73,98.99,16.11,14.41,0.97,0.0
20230310:0702,255.65,322.51,28.34,15.48,1.38,0.0
20230310:0802,422.8,526.59,39.97,17.28,2.14,0.0
20230310:0902,490.19,616.49,50.27,19.4,2.69,0.0
20230310:1002,401.59,508.53,57.77,21.0,3.17,0.0
20230310:1102,367.52,467.73,60.22,22.07,3.45,0.0
20230310:1202,664.88,849.99,56.46,22.55,3.59,0.0
20230310:1302,633.76,803.68,48.15,22.41,3.66,0.0
20230310:1402,509.6,640.77,37.47,21.73,3.66,0.0
20230310:1502,335.36,432.15,25.66,20.61,3.52,0.0
20230310:1602,129.6,201.52,13.35,19.11,3.03,0.0
20230310:1702,0.0,0.0,0.0,17.46,2.21,0.0
20230310:1802,0.0,0.0,0.0,16.21,1.66,0.0
20230310:1902,0.0,0.0,0.0,15.44,1.59,0.0
20230310:2002,0.0,0.0,0.0,14.69,1.52,0.0
20230310:2102,0.0,0.0,0.0,14.12,1.72,0.0
20230310:2202,0.0,0.0,0.0,13.78,1.93,0.0
20230310:2302,0.0,0.0,0.0,13.69,2.14,0.0
20230311:0002,0.0,0.0,0.0,13.98,2.14,0.0
20230311:0102,0.0,0.0,0.0,14.71,2.21,0.0
20230311:0202,0.0,0.0,0.0,15.17,2.28,0.0
20230311:0302,0.0,0.0,0.0,15.26,1.86,0.0
20230311:0402,0.0,0.0,0.0,14.51,1.86,0.0
20230311:0502,2.86,12.0,3.5,14.39,1.72,0.0
20230311:0602,55.73,83.0,15.94,14.62,1.93,0.0
20230311:0702,237.27,298.62,28.16,14.86,1.86,0.0
20230311:0802,257.06,321.85,39.76,15.94,2.62,0.0
20230311:0902,251.09,316.96,50.0,17.08,2.48,0.0
20230311:1002,480.28,602.94,57.43,18.24,2.55,0.0
20230311:1102,472.57,595.08,59.82,18.86,2.62,0.0
20230311:1202,389.45,490.56,56.08,19.3,2.69,0.0
20230311:1302,631.31,795.65,47.81,19.1,2.62,0.0
20230311:1402,503.33,628.79,37.17,18.86,2.69,0.0
20230311:1502,329.62,422.15,25.38,18.25,2.83,0.0
20230311:1602,124.22,192.52,13.08,17.55,2.83,0.0
20230311:1702,0.0,0.0,0.0,16.42,2.69,0.0
20230311:1802,0.0,0.0,0.0,15.38,2.62,0.0
20230311:1902,0.0,0.0,0.0,14.92,2.76,0.0
20230311:2002,0.0,0.0,0.0,14.55,2.83,0.0
20230311:2102,0.0,0.0,0.0,14.32,2.97,0.0
20230311:2202,0.0,0.0,0.0,13.95,2.83,0.0
20230311:2302,0.0,0.0,0.0,13.55,2.76,0.0
20230312:0002,0.0,0.0,0.0,13.38,2.69,0.0
20230312:0102,0.0,0.0,0.0,12.82,2.62,0.0
20230312:0202,0.0,0.0,0.0,12.56,2.55,0.0
20230312:0302,0.0,0.0,0.0,12.14,2.34,0.0
20230312:0402,0.0,0.0,0.0,11.76,2.0,0.0
20230312:0502,9.7,31.07,3.34,11.26,1.93,0.0
20230312:0602,176.34,250.13,15.77,13.2,1.72,0.0
20230312:0702,381.83,480.68,27.98,16.31,2.14,0.0
20230312:0802,544.87,687.25,39.54,18.69,1.86,0.0
20230312:0902,646.23,840.22,49.73,20.94,1.38,0.0
20230312:1002,695.5,936.54,57.09,22.85,0.76,0.0
20230312:1102,694.29,959.41,59.43,24.37,0.21,0.0
20230312:1202,662.95,909.8,55.69,25.37,0.34,0.0
20230312:1302,597.25,799.56,47.47,25.95,0.9,0.0
20230312:1402,484.27,635.66,36.86,26.04,1.45,0.0
20230312:1502,316.41,423.08,25.09,25.61,1.93,0.0
20230312:1602,118.94,193.45,12.8,24.46,2.0,0.0
20230312:1702,0.0,0.0,0.0,22.48,1.79,0.0
20230312:1802,0.0,0.0,0.0,20.73,1.72,0.0
20230312:1902,0.0,0.0,0.0,19.12,2.0,0.0
20230312:2002,0.0,0.0,0.0,17.73,2.0,0.0
20230312:2102,0.0,0.0,0.0,16.66,2.0,0.0
20230312:2202,0.0,0.0,0.0,15.69,1.93,0.0
20230312:2302,0.0,0.0,0.0,14.85,2.0,0.0
20230313:0002,0.0,0.0,0.0,14.24,2.0,0.0
20230313:0102,0.0,0.0,0.0,13.81,2.0,0.0
20230313:0202,0.0,0.0,0.0,13.54,2.0,0.0
20230313:0302,0.0,0.0,0.0,13.39,1.86,0.0
20230313:0402,0.0,0.0,0.0,13.33,1.86,0.0
20230313:0502,8.85,28.04,3.17,13.28,1.79,0.0
20230313:0602,168.2,242.13,15.61,15.38,1.45,0.0
20230313:0702,365.6,471.67,27.79,19.99,1.38,0.0
20230313:0802,514.76,668.35,39.32,23.05,1.17,0.0
20230313:0902,617.58,823.28,49.45,25.37,1.1,0.0
20230313:1002,679.33,922.55,56.74,26.98,1.24,0.0
20230313:1102,690.35,944.43,59.03,28.04,1.31,0.0
20230313:1202,655.37,890.88,55.31,28.71,1.45,0.0
20230313:1302,585.64,781.64,47.13,28.86,1.86,0.0
20230313:1402,472.45,619.72,36.55,28.3,2.48,0.0
20230313:1502,309.08,414.05,24.8,26.94,3.03,0.0
20230313:1602,112.92,185.44,12.53,25.0,3.1,0.0
20230313:1702,0.0,0.0,0.0,22.73,3.03,0.0
20230313:1802,0.0,0.0,0.0,21.02,3.1,0.0
20230313:1902,0.0,0.0,0.0,19.94,3.17,0.0
20230313:2002,0.0,0.0,0.0,19.14,3.31,0.0
20230313:2102,0.0,0.0,0.0,18.64,3.38,0.0
20230313:2202,0.0,0.0,0.0,18.3,3.45,0.0
20230313:2302,0.0,0.0,0.0,18.06,3.45,0.0
20230314:0002,0.0,0.0,0.0,17.86,3.24,0.0
20230314:0102,0.0,0.0,0.0,17.28,3.1,0.0
20230314:0202,0.0,0.0,0.0,17.17,2.9,0.0
20230314:0302,0.0,0.0,0.0,17.25,2.76,0.0
20230314:0402,0.0,0.0,0.0,17.43,2.48,0.0
20230314:0502,7.47,27.04,3.01,17.49,2.34,0.0
20230314:0602,163.35,239.07,15.44,18.31,2.21,0.0
20230314:0702,363.02,464.65,27.61,20.54,2.9,0.0
20230314:0802,523.01,663.31,39.11,22.53,3.03,0.0
20230314:0902,632.27,817.24,49.18,24.79,3.03,0.0
20230314:1002,695.16,916.5,56.39,26.52,2.9,0.0
20230314:1102,707.56,937.39,58.63,27.69,3.17,0.0
20230314:1202,671.52,883.85,54.92,28.23,3.52,0.0
20230314:1302,598.58,778.54,46.78,28.22,3.86,0.0
20230314:1402,474.15,612.68,36.24,27.68,4.0,0.0
20230314:1502,304.9,406.05,24.52,26.39,4.14,0.0
20230314:1602,107.97,178.43,12.25,24.64,4.0,0.0
20230314:1702,0.0,0.0,0.0,22.81,4.07,0.0
20230314:1802,0.0,0.0,0.0,21.7,4.07,0.0
20230314:1902,0.0,0.0,0.0,20.8,4.48,0.0
20230314:2002,0.0,0.0,0.0,20.38,4.55,0.0
20230314:2102,0.0,0.0,0.0,20.35,4.48,0.0
20230314:2202,0.0,0.0,0.0,20.36,4.14,0.0
20230314:2302,0.0,0.0,0.0,20.34,3.93,0.0
20230315:0002,0.0,0.0,0.0,20.02,3.66,0.0
20230315:0102,0.0,0.0,0.0,20.14,3.72,0.0
20230315:0202,0.0,0.0,0.0,20.23,3.52,0.0
20230315:0302,0.0,0.0,0.0,20.32,3.38,0.0
20230315:0402,0.0,0.0,0.0,20.34,3.1,0.0
20230315:0502,5.77,21.01,2.85,20.58,3.24,0.0
20230315:0602,152.16,226.12,15.28,21.43,2.9,0.0
20230315:0702,345.51,445.74,27.43,23.26,4.07,0.0
20230315:0802,509.4,646.35,38.89,25.34,4.76,0.0
20230315:0902,620.56,793.36,48.9,26.54,5.03,0.0
20230315:1002,681.63,880.79,56.04,27.79,5.24,0.0
20230315:1102,698.42,905.62,58.23,28.3,5.38,0.0
20230315:1202,659.28,853.09,54.53,28.59,5.38,0.0
20230315:1302,581.29,745.81,46.43,28.1,5.38,0.0
20230315:1402,463.75,590.77,35.92,26.52,5.45,0.0
20230315:1502,294.53,389.11,24.22,25.04,5.24,0.0
20230315:1602,101.25,167.45,11.97,23.6,4.9,0.0
20230315:1702,0.0,0.0,0.0,22.24,4.83,0.0
20230315:1802,0.0,0.0,0.0,21.38,5.03,0.0
20230315:1902,0.0,0.0,0.0,20.69,5.38,0.0
20230315:2002,0.0,0.0,0.0,20.31,4.97,0.0
20230315:2102,0.0,0.0,0.0,20.04,4.41,0.0
20230315:2202,0.0,0.0,0.0,19.88,4.14,0.0
20230315:2302,0.0,0.0,0.0,19.82,3.93,0.0
20230316:0002,0.0,0.0,0.0,19.69,3.17,0.0
20230316:0102,0.0,0.0,0.0,19.56,2.69,0.0
20230316:0202,0.0,0.0,0.0,19.05,2.55,0.0
20230316:0302,0.0,0.0,0.0,18.61,2.41,0.0
20230316:0402,0.0,0.0,0.0,18.12,1.86,0.0
20230316:0502,0.88,8.0,2.69,17.68,1.31,0.0
20230316:0602,148.74,221.09,15.11,19.43,1.1,0.0
20230316:0702,337.88,443.65,27.24,23.26,1.38,0.0
20230316:0802,480.08,634.38,38.67,27.13,1.17,0.0
20230316:0902,581.86,788.28,48.63,29.94,1.24,0.0
20230316:1002,636.07,874.71,55.69,31.73,1.52,0.0
20230316:1102,631.95,874.99,57.84,33.04,1.59,0.0
20230316:1202,609.73,842.09,54.14,33.91,1.72,0.0
20230316:1302,531.14,723.05,46.08,34.07,2.0,0.0
20230316:1402,421.47,569.0,35.61,33.52,2.07,0.0
20230316:1502,267.61,372.23,23.93,32.24,2.0,0.0
20230316:1602,90.76,155.5,11.69,30.37,1.93,0.0
20230316:1702,0.0,0.0,0.0,28.51,1.79,0.0
20230316:1802,0.0,0.0,0.0,27.06,1.03,0.0
20230316:1902,0.0,0.0,0.0,27.2,0.48,0.0
20230316:2002,0.0,0.0,0.0,26.02,0.76,0.0
20230316:2102,0.0,0.0,0.0,23.07,1.52,0.0
20230316:2202,0.0,0.0,0.0,21.68,1.79,0.0
20230316:2302,0.0,0.0,0.0,20.48,1.86,0.0
20230317:0002,0.0,0.0,0.0,19.53,2.07,0.0
20230317:0102,0.0,0.0,0.0,18.63,2.14,0.0
20230317:0202,0.0,0.0,0.0,18.04,2.14,0.0
20230317:0302,0.0,0.0,0.0,17.57,2.14,0.0
20230317:0402,0.0,0.0,0.0,17.03,2.28,0.0
20230317:0502,0.0,5.0,2.53,16.74,2.62,0.0
20230317:0602,49.43,76.0,14.94,17.14,2.97,0.0
20230317:0702,88.88,124.0,27.06,17.6,2.97,0.0
20230317:0802,114.35,155.0,38.45,18.66,3.1,0.0
20230317:0902,133.46,179.0,48.35,20.27,3.17,0.0
20230317:1002,122.6,167.0,55.34,21.77,3.38,0.0
20230317:1102,99.61,140.0,57.44,23.12,3.38,0.0
20230317:1202,93.4,133.0,53.75,24.08,3.17,0.0
20230317:1302,136.5,186.0,45.73,24.34,3.03,0.0
20230317:1402,277.81,359.5,35.29,24.23,2.9,0.0
20230317:1502,117.3,161.96,23.64,23.2,2.83,0.0
20230317:1602,86.33,138.64,11.4,21.63,2.69,0.0
20230317:1702,0.0,0.0,0.0,19.67,2.0,0.0
20230317:1802,0.0,0.0,0.0,18.56,1.66,0.0
20230317:1902,0.0,0.0,0.0,17.73,1.66,0.0
20230317:2002,0.0,0.0,0.0,17.47,1.59,0.0
20230317:2102,0.0,0.0,0.0,17.17,1.59,0.0
20230317:2202,0.0,0.0,0.0,17.18,2.0,0.0
20230317:2302,0.0,0.0,0.0,16.68,1.72,0.0
20230318:0002,0.0,0.0,0.0,16.45,1.93,0.0
20230318:0102,0.0,0.0,0.0,16.54,2.14,0.0
20230318:0202,0.0,0.0,0.0,16.53,2.34,0.0
20230318:0302,0.0,0.0,0.0,16.19,2.21,0.0
20230318:0402,0.0,0.0,0.0,15.97,2.21,0.0
20230318:0502,0.0,2.0,2.37,15.64,2.34,0.0
20230318:0602,98.58,138.83,14.78,15.99,2.55,0.0
20230318:0702,207.4,264.66,26.87,16.95,2.97,0.0
20230318:0802,196.46,251.96,38.23,17.92,3.03,0.0
20230318:0902,196.88,252.99,48.07,18.5,3.38,0.0
20230318:1002,255.97,324.96,54.99,19.43,3.66,0.0
20230318:1102,270.07,342.95,57.04,20.1,3.79,0.0
20230318:1202,427.87,537.12,53.36,20.41,3.79,0.0
20230318:1302,515.21,644.29,45.38,20.72,3.86,0.0
20230318:1402,313.72,396.19,34.97,20.7,3.59,0.0
20230318:1502,300.3,393.72,23.34,20.27,3.24,0.0
20230318:1602,73.8,115.78,11.12,19.6,2.76,0.0
20230318:1702,0.0,0.0,0.0,18.62,1.93,0.0
20230318:1802,0.0,0.0,0.0,17.63,1.52,0.0
20230318:1902,0.0,0.0,0.0,16.52,1.31,0.0
20230318:2002,0.0,0.0,0.0,15.91,0.9,0.0
20230318:2102,0.0,0.0,0.0,15.75,0.97,0.0
20230318:2202,0.0,0.0,0.0,15.25,1.1,0.0
20230318:2302,0.0,0.0,0.0,14.93,1.17,0.0
20230319:0002,0.0,0.0,0.0,14.82,1.17,0.0
20230319:0102,0.0,0.0,0.0,14.83,1.03,0.0
20230319:0202,0.0,0.0,0.0,14.28,1.17,0.0
20230319:0302,0.0,0.0,0.0,13.79,1.31,0.0
20230319:0402,0.0,0.0,0.0,13.55,1.38,0.0
20230319:0502,2.88,12.0,2.22,13.42,1.38,0.0
20230319:0602,143.2,208.1,14.61,14.84,1.66,0.0
20230319:0702,344.72,435.56,26.69,16.95,2.83,0.0
20230319:0802,506.09,627.29,38.0,18.82,3.59,0.0
20230319:0902,582.6,730.2,47.79,20.44,3.66,0.0
20230319:1002,620.67,786.21,54.64,21.89,3.86,0.0
20230319:1102,517.15,658.2,56.64,23.29,4.0,0.0
20230319:1202,579.19,739.77,52.97,24.2,4.0,0.0
20230319:1302,561.37,715.97,45.02,24.37,3.66,0.0
20230319:1402,449.59,572.66,34.65,23.78,3.45,0.0
20230319:1502,255.94,338.54,23.04,22.65,3.31,0.0
20230319:1602,87.78,150.35,10.83,21.12,2.76,0.0
20230319:1702,0.0,0.0,0.0,19.6,2.07,0.0
20230319:1802,0.0,0.0,0.0,18.44,1.79,0.0
20230319:1902,0.0,0.0,0.0,17.23,2.0,0.0
20230319:2002,0.0,0.0,0.0,16.19,2.14,0.0
20230319:2102,0.0,0.0,0.0,15.48,2.48,0.0
20230319:2202,0.0,0.0,0.0,15.15,2.83,0.0
20230319:2302,0.0,0.0,0.0,15.01,3.1,0.0
20230320:0002,0.0,0.0,0.0,15.13,3.24,0.0
20230320:0102,0.0,0.0,0.0,15.44,3.17,0.0
20230320:0202,0.0,0.0,0.0,15.24,3.45,0.0
20230320:0302,0.0,0.0,0.0,15.17,3.66,0.0
20230320:0402,0.0,0.0,0.0,15.01,3.79,0.0
20230320:0502,0.0,2.0,2.06,15.11,4.9,0.0
20230320:0602,38.64,62.0,14.45,15.15,3.79,0.0
20230320:0702,152.45,197.92,26.5,16.69,5.66,0.0
20230320:0802,331.82,408.25,37.78,17.41,6.07,0.0
20230320:0902,471.32,576.36,47.51,18.12,6.21,0.0
20230320:1002,391.39,484.47,54.29,19.22,6.21,0.0
20230320:1102,166.08,216.0,56.24,19.11,5.59,0.0
20230320:1202,609.41,749.46,52.58,18.67,5.52,0.0
20230320:1302,255.89,323.88,44.66,19.65,4.62,0.0
20230320:1402,379.67,472.23,34.33,19.77,4.83,0.0
20230320:1502,191.38,248.51,22.74,18.62,4.9,0.0
20230320:1602,66.12,103.81,10.55,18.01,4.34,0.0
20230320:1702,0.0,0.0,0.0,16.82,3.86,0.0
20230320:1802,0.0,0.0,0.0,15.94,4.0,0.0
20230320:1902,0.0,0.0,0.0,15.98,3.72,0.0
20230320:2002,0.0,0.0,0.0,15.71,3.93,0.0
20230320:2102,0.0,0.0,0.0,15.57,3.72,0.0
20230320:2202,0.0,0.0,0.0,15.4,3.45,0.0
20230320:2302,0.0,0.0,0.0,15.43,3.52,0.0
20230321:0002,0.0,0.0,0.0,15.17,3.31,0.0
20230321:0102,0.0,0.0,0.0,14.75,3.24,0.0
20230321:0202,0.0,0.0,0.0,14.73,2.9,0.0
20230321:0302,0.0,0.0,0.0,14.71,2.69,0.0
20230321:0402,0.0,0.0,0.0,14.7,2.41,0.0
20230321:0502,0.11,6.0,1.9,14.65,2.48,0.0
20230321:0602,66.6,96.96,14.28,14.87,2.69,0.0
20230321:0702,0.0,0.0,0.0,15.86,3.79,0.0
20230321:0802,0.0,0.0,0.0,17.02,3.59,0.0
20230321:0902,594.0,739.68,47.23,18.79,3.38,0.0
20230321:1002,166.11,218.0,53.94,20.14,3.24,0.0
20230321:1102,532.49,673.85,55.84,21.16,3.31,0.0
20230321:1202,116.24,159.0,52.18,21.2,3.1,0.0
20230321:1302,93.34,131.0,44.31,20.68,3.17,0.0
20230321:1402,248.3,317.64,34.01,20.54,2.83,0.0
20230321:1502,268.95,355.96,22.44,20.11,2.41,0.0
20230321:1602,79.94,140.3,10.26,19.26,1.86,0.0
20230321:1702,0.0,0.0,0.0,18.23,1.52,0.0
20230321:1802,0.0,0.0,0.0,17.47,1.31,0.0
20230321:1902,0.0,0.0,0.0,16.45,1.59,0.0
20230321:2002,0.0,0.0,0.0,15.56,1.59,0.0
20230321:2102,0.0,0.0,0.0,15.13,1.45,0.0
20230321:2202,0.0,0.0,0.0,14.73,1.38,0.0
20230321:2302,0.0,0.0,0.0,14.49,1.38,0.0
20230322:0002,0.0,0.0,0.0,14.3,1.31,0.0
20230322:0102,0.0,0.0,0.0,14.09,1.31,0.0
20230322:0202,0.0,0.0,0.0,13.84,1.24,0.0
20230322:0302,0.0,0.0,0.0,13.72,1.17,0.0
